1.38E+14,0.169389769,0.440333605,2.949856043,0
1.38E+14,0.422776103,0.730697095,4.852581024,0
1.38E+14,0.70981425,0.892350018,6.210448265,0
1.38E+14,0.626637936,1.242731094,7.230614662,0
1.38E+14,0.702070057,1.351819992,7.926686764,0
1.38E+14,0.953471124,1.462853193,8.349235535,0
1.38E+14,0.725230455,2.038061619,8.637319565,0
1.38E+14,0.624146342,2.408764601,8.644223213,0
1.38E+14,0.655717254,2.540978432,8.916976929,0
1.38E+14,0.772532582,2.574852228,9.223311424,0
1.38E+14,0.920639396,2.441013575,9.417957306,0
1.38E+14,1.11195302,2.188982248,9.582836151,0
1.38E+14,0.904307246,2.506186247,9.558679581,0
1.38E+14,0.973374248,2.631464243,9.40530777,0
1.38E+14,0.629962027,3.098055124,9.200907707,0
1.38E+14,1.068204761,2.499319077,8.796490669,0
1.38E+14,1.245445013,2.282121181,8.268304825,0
1.38E+14,0.948610127,2.593816996,7.91298914,0
1.38E+14,1.140177011,2.281274319,7.905955315,0
1.38E+14,1.089121222,1.916491389,8.396067619,0
1.38E+14,1.170005679,1.730763555,8.57277298,0
1.38E+14,1.073892117,1.511177063,8.294734955,0
1.38E+14,0.304324865,1.655282378,8.230682373,0
1.38E+14,0.43931067,1.668353677,7.804908276,0
1.38E+14,-0.224074289,2.187830925,7.658326149,0
1.38E+14,-2.45080924,3.593982458,7.92452383,0
1.38E+14,-1.464483023,2.976781607,8.22648716,0
1.38E+14,-1.761420727,2.408893347,7.403078079,0
1.38E+14,-1.391155243,1.771727324,6.739216805,0
1.38E+14,-1.868956685,1.267143369,6.178528786,0
1.38E+14,-1.896994472,0.576412082,5.421664238,0
1.38E+14,-0.922890663,0.447920591,5.459774017,0
1.38E+14,-0.819366157,-0.205964267,7.40373373,0
1.38E+14,-1.816567659,-0.47908178,7.89844799,0
1.38E+14,-2.637789726,-0.520700336,6.648083687,0
1.38E+14,-3.214001656,-0.270718604,5.779392719,0
1.38E+14,-4.357903004,0.144932836,5.755720139,0
1.38E+14,-6.738984108,0.718914807,5.749515533,0
